"date","dataset","reef","site","site.number","management","habitat","unique.id","depth","transect","transect.area","family","species","FG","length.cm","mass.g","biomass.kgha","abundance.500m2"
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.4",8,4,250,"Balistidae","Melichthys niger","Herbivore Grazer",15,87.75185952,3.510074381,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.4",8,4,250,"Balistidae","Melichthys niger","Herbivore Grazer",16,110.3749226,4.414996903,2
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.4",8,4,250,"Balistidae","Melichthys niger","Herbivore Grazer",16,110.3749226,4.414996903,2
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.2",8,2,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.2",8,2,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.2",8,2,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.2",8,2,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.2",8,2,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.2",8,2,100,"Pomacentridae","Chromis viridis","Planktivore",8,12.06467467,1.206467467,5
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,10,18.92872033,1.892872033,5
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,10,18.92872033,1.892872033,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Abudefduf vaigiensis",NA,11,24.71842375,2.471842375,5
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.2",8,2,100,"Pomacentridae","Abudefduf vaigiensis",NA,10,18.92872033,1.892872033,5
"15/03/2013","Maldives","Vilingili","Huvadhoo",10,"Fished","Exposed","Vilingili.Exposed.2",8,2,100,"Pomacentridae","Abudefduf vaigiensis",NA,10,18.92872033,1.892872033,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"14/03/2013","Maldives","Vodamulaa","Huvadhoo",11,"Fished","Exposed","Vodamuloo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"15/03/2013","Maldives","Kuredhdhoo","Huvadhoo",5,"Fished","Exposed","Kuredhdhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus indicus","Herbivore Grazer",8,117.0810334,11.70810334,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"11/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Maamendhoo","Huvadhoo",6,"Fished","Exposed","Maamendhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Kooddoo","Huvadhoo",4,"Fished","Exposed","Kooddoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Kooddoo","Huvadhoo",4,"Fished","Exposed","Kooddoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Kooddoo","Huvadhoo",4,"Fished","Exposed","Kooddoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Kooddoo","Huvadhoo",4,"Fished","Exposed","Kooddoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Dhaandhoo","Huvadhoo",1,"Fished","Exposed","Dhaandhoo.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Nilandhoo","Huvadhoo",9,"Fished","Exposed","Nilandhoo.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"12/03/2013","Maldives","Gemanafushi","Huvadhoo",2,"Fished","Exposed","Gemanafushi.Exposed.3",8,3,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Maarehaa","Huvadhoo",7,"Fished","Exposed","Maarehaa.Exposed.4",8,4,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.1",8,1,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
"13/03/2013","Maldives","Kodey","Huvadhoo",3,"Fished","Exposed","Kodey.Exposed.2",8,2,100,"Pomacentridae","Pomacentrus brachialis","Mixed-diet Feeder",8,14.76288385,1.476288385,5
